    °„C	        No	    CH0	            CH1	            CH2	            CH3
43.445	3494	0.1231798007	904.9848857513	0.4305366534	-0.2138706573
43.444	3495	0.1231792047	904.9298110562	0.4305315274	-0.2138706573
43.440	3496	0.1231778934	904.8809948493	0.4305278319	-0.2138778099
43.440	3497	0.1231777741	904.8252943054	0.4305228252	-0.2138611206
43.435	3498	0.1231756284	904.7727230056	0.4305167455	-0.2138503917
43.433	3499	0.1231749131	904.7176483105	0.4305131692	-0.2138450273
43.439	3500	0.1231771781	904.6638253131	0.4305106658	-0.2138277420
43.439	3501	0.1231775357	904.6131315597	0.4305054206	-0.2138142713
43.446	3502	0.1231802775	904.5580568646	0.4305012483	-0.2138049730
43.443	3503	0.1231789662	904.5061114136	0.4304963607	-0.2137957939
43.442	3504	0.1231787278	904.4529142650	0.4304933805	-0.2137873300
43.440	3505	0.1231776549	904.3947103259	0.4304880160	-0.2137782701
43.447	3506	0.1231807544	904.3471458165	0.4304847974	-0.2137705215
43.443	3507	0.1231788470	904.2901935750	0.4304802674	-0.2137606271
43.443	3508	0.1231788470	904.2382481240	0.4304757375	-0.2137526401
43.444	3509	0.1231793239	904.1825475802	0.4304720420	-0.2137438186
43.439	3510	0.1231774165	904.1337313732	0.4304675120	-0.2137333282
43.443	3511	0.1231788470	904.0786566781	0.4304639358	-0.2137239107
43.445	3512	0.1231796815	904.0242078319	0.4304569024	-0.2137136587
43.447	3513	0.1231805160	903.9747657761	0.4304536838	-0.2137051948
43.439	3514	0.1231775357	903.9203169298	0.4304485578	-0.2136969694
43.446	3515	0.1231802775	903.8658680836	0.4304448623	-0.2136887439
43.452	3516	0.1231825425	903.8139226326	0.4304399747	-0.2136830219
43.447	3517	0.1231807544	903.7663581232	0.4304381866	-0.2136737236
43.447	3518	0.1231806352	903.7119092770	0.4304321069	-0.2136651405
43.446	3519	0.1231800391	903.6562087331	0.4304281730	-0.2136591800
43.446	3520	0.1231800391	903.6023857357	0.4304242391	-0.2136505970
43.444	3521	0.1231795623	903.5473110406	0.4304192323	-0.2136423715
43.448	3522	0.1231812312	903.4978689848	0.4304148215	-0.2136310466
43.445	3523	0.1231799199	903.4446718362	0.4304108876	-0.2136250862
43.448	3524	0.1231808736	903.3958556292	0.4304058808	-0.2136154302
43.453	3525	0.1231831386	903.3382775389	0.4304048079	-0.2136095890
43.454	3526	0.1231834962	903.2882096343	0.4303988475	-0.2135995754
43.453	3527	0.1231832578	903.2331349393	0.4303938407	-0.2135898002
43.449	3528	0.1231814696	903.1824411859	0.4303887147	-0.2135844358
43.454	3529	0.1231834962	903.1292440372	0.4303864497	-0.2135766872
43.454	3530	0.1231833770	903.0772985862	0.4303804893	-0.2135713228
43.458	3531	0.1231850459	903.0234755888	0.4303787011	-0.2135632165
43.458	3532	0.1231850459	902.9715301377	0.4303742904	-0.2135458120
43.456	3533	0.1231842114	902.9208363843	0.4303702373	-0.2135485538
43.452	3534	0.1231825425	902.8670133869	0.4303645152	-0.2135458120
43.465	3535	0.1231879069	902.8150679359	0.4303610581	-0.2135414012
43.461	3536	0.1231864764	902.7650000313	0.4303556937	-0.2135355600
43.463	3537	0.1231873109	902.7118028827	0.4303523559	-0.2135267385
43.462	3538	0.1231867148	902.6579798852	0.4303478259	-0.2135232814
43.458	3539	0.1231851651	902.6097895270	0.4303429383	-0.2135187515
43.465	3540	0.1231877877	902.5565923784	0.4303394813	-0.2135119565
43.457	3541	0.1231848075	902.5033952298	0.4303347129	-0.2135077842
43.464	3542	0.1231875493	902.4533273252	0.4303329247	-0.2135353216
43.470	3543	0.1231900527	902.3976267813	0.4303251761	-0.2135695346
43.466	3544	0.1231882646	902.3456813303	0.4303229112	-0.2135428318
43.470	3545	0.1231900527	902.2993685186	0.4303188580	-0.2135300764
43.469	3546	0.1231896951	902.2461713699	0.4303145665	-0.2135191091
43.465	3547	0.1231880261	902.1954776165	0.4303117055	-0.2134890684
43.465	3548	0.1231879069	902.1441580143	0.4303066987	-0.2134862073
43.467	3549	0.1231888606	902.0909608657	0.4303019303	-0.2134670146
43.466	3550	0.1231883838	902.0390154147	0.4302978772	-0.2134565242
43.465	3551	0.1231879069	901.9883216613	0.4302925128	-0.2134441265
43.465	3552	0.1231879069	901.9357503614	0.4302873868	-0.2134339937
43.463	3553	0.1231873109	901.8831790616	0.4302835721	-0.2134236225
43.473	3554	0.1231912448	901.8337370058	0.4302802342	-0.2134107479
43.469	3555	0.1231894567	901.7805398572	0.4302763003	-0.2134014495
43.470	3556	0.1231898143	901.7317236502	0.4302730817	-0.2133861907
43.465	3557	0.1231880261	901.6779006528	0.4302701014	-0.2133791574
43.466	3558	0.1231885030	901.6290844458	0.4302640218	-0.2133768924
43.470	3559	0.1231900527	901.5765131460	0.4302610415	-0.2133624681
43.469	3560	0.1231895759	901.5245676949	0.4302563924	-0.2133520969
43.469	3561	0.1231895759	901.4726222439	0.4302515048	-0.2133480438
43.470	3562	0.1231900527	901.4244318857	0.4302484054	-0.2133444675
43.469	3563	0.1231895759	901.3668537955	0.4302438754	-0.2133385070
43.463	3564	0.1231871917	901.3092757052	0.4302408952	-0.2133332618
43.467	3565	0.1231886222	901.2504459173	0.4302356500	-0.2133253940
43.469	3566	0.1231896951	901.1841059437	0.4302317161	-0.2133191951
43.469	3567	0.1231895759	901.1196435165	0.4302261132	-0.2133089431
43.462	3568	0.1231867148	901.0457933572	0.4302214641	-0.2132954725
43.464	3569	0.1231876685	900.9731948956	0.4302170533	-0.2132810481
43.471	3570	0.1231905295	900.8974671899	0.4302121657	-0.2132734187
43.471	3571	0.1231904103	900.8223653330	0.4302087087	-0.2132618554
43.477	3572	0.1231929137	900.7341206511	0.4302015561	-0.2132523187
43.478	3573	0.1231932714	900.6533861550	0.4301963109	-0.2132408746
43.484	3574	0.1231955363	900.5620122291	0.4301913041	-0.2132338413
43.480	3575	0.1231941058	900.4718900008	0.4301862973	-0.2132295497
43.480	3576	0.1231938674	900.3679990988	0.4301795024	-0.2132219203
43.487	3577	0.1231967284	900.2553463134	0.4301756877	-0.2132154830
43.486	3578	0.1231963708	900.1383125864	0.4301675814	-0.2132071384
43.492	3579	0.1231987550	900.0150203714	0.4301617402	-0.2131984361
43.494	3580	0.1231995894	899.8748302385	0.4301529187	-0.2131887801
43.494	3581	0.1231998279	899.7383951985	0.4301460046	-0.2131811507
43.501	3582	0.1232025697	899.5894431823	0.4301408786	-0.2131736406
43.510	3583	0.1232061460	899.4379877709	0.4301284808	-0.2131650575
43.510	3584	0.1232062652	899.2790221738	0.4301210898	-0.2131570705
43.513	3585	0.1232075765	899.1181790303	0.4301122683	-0.2131492027
43.523	3586	0.1232116296	898.9535807940	0.4301038045	-0.2131440767
43.527	3587	0.1232131793	898.7745880350	0.4300951022	-0.2131370433
43.534	3588	0.1232159211	898.5962211249	0.4300858039	-0.2131289371
43.536	3589	0.1232167556	898.4122215755	0.4300731677	-0.2131220229
43.538	3590	0.1232177093	898.2207118404	0.4300645846	-0.2131123670
43.546	3591	0.1232210471	898.0241953149	0.4300529021	-0.2130983003
43.554	3592	0.1232241466	897.8214203013	0.4300415772	-0.2130903133
43.563	3593	0.1232277228	897.6148901948	0.4300308484	-0.2130841144
43.569	3594	0.1232303454	897.4039791467	0.4300182122	-0.2130800613
43.569	3595	0.1232303454	897.1868096105	0.4300055760	-0.2130749353
43.584	3596	0.1232364251	896.9671366791	0.4299923438	-0.2130677827
43.589	3597	0.1232382133	896.7380760156	0.4299795884	-0.2130593188
43.595	3598	0.1232408359	896.5046344104	0.4299695748	-0.2130483516
43.606	3599	0.1232451274	896.2686894100	0.4299530047	-0.2130388148
43.617	3600	0.1232498958	896.0283634680	0.4299391764	-0.2130332120
43.621	3601	0.1232513263	895.7748947009	0.4299263018	-0.2130276092
43.624	3602	0.1232523992	895.5245551780	0.4299091357	-0.2130202182
43.637	3603	0.1232578828	895.2654537717	0.4298934001	-0.2130147346
43.641	3604	0.1232593133	895.0013455749	0.4298774260	-0.2130072244
43.648	3605	0.1232624127	894.7297271925	0.4298614520	-0.2130003102
43.652	3606	0.1232638433	894.4606122053	0.4298447627	-0.2129918464
43.665	3607	0.1232694461	894.1764768467	0.4298281926	-0.2129863628
43.679	3608	0.1232748105	893.8892122441	0.4298085230	-0.2129756339
43.677	3609	0.1232740953	893.5994442463	0.4297920722	-0.2129664548
43.690	3610	0.1232792213	893.2996626675	0.4297727603	-0.2129578717
43.700	3611	0.1232835128	893.0017586351	0.4297548789	-0.2129527457
43.711	3612	0.1232881620	892.6919634755	0.4297347325	-0.2129417785
43.714	3613	0.1232892348	892.3815424670	0.4297149437	-0.2129349835
43.723	3614	0.1232926919	892.0667405168	0.4296970624	-0.2129240163
43.725	3615	0.1232937648	891.7412991370	0.4296766776	-0.2129163869
43.736	3616	0.1232982947	891.4133543619	0.4296536702	-0.2129064925
43.753	3617	0.1233048513	891.0804027963	0.4296324509	-0.2128948100
43.758	3618	0.1233071162	890.7424444403	0.4296099204	-0.2128882535
43.766	3619	0.1233102157	890.4038602354	0.4295889395	-0.2128752597
43.778	3620	0.1233153417	890.0552624497	0.4295678395	-0.2128554709
43.790	3621	0.1233202293	889.7010320247	0.4295445937	-0.2128406890
43.804	3622	0.1233258321	889.3417948092	0.4295205134	-0.2128300794
43.811	3623	0.1233284547	888.9869385354	0.4294972676	-0.2128191121
43.818	3624	0.1233313157	888.6183135878	0.4294742602	-0.2128079064
43.828	3625	0.1233357265	888.2440560010	0.4294495839	-0.2127986081
43.842	3626	0.1233412101	887.8710501117	0.4294244307	-0.2127907403
43.857	3627	0.1233474090	887.4892823392	0.4293986815	-0.2127781041
43.866	3628	0.1233508660	887.1050111714	0.4293728131	-0.2127704747
43.872	3629	0.1233536079	886.7094747251	0.4293464678	-0.2127585538
43.888	3630	0.1233599259	886.3164416740	0.4293192881	-0.2127452023
43.895	3631	0.1233629062	885.9177759837	0.4292925852	-0.2127348311
43.909	3632	0.1233685090	885.5141035029	0.4292656439	-0.2127264865
43.919	3633	0.1233723237	885.1041725340	0.4292384642	-0.2127266057
43.921	3634	0.1233732774	884.6929898675	0.4292096155	-0.2127171882
43.934	3635	0.1233787610	884.2768004106	0.4291808861	-0.2127105124
43.946	3636	0.1233835294	883.8455905822	0.4291504877	-0.2127002604
43.958	3637	0.1233881786	883.4099998122	0.4291216391	-0.2126858361
43.969	3638	0.1233928277	882.9706539494	0.4290925520	-0.2126797564
43.982	3639	0.1233980729	882.5187911104	0.4290619152	-0.2126723655
43.996	3640	0.1234036758	882.0612956322	0.4290321129	-0.2126652129
44.010	3641	0.1234096362	881.6000450611	0.4290001648	-0.2126575835
44.025	3642	0.1234154775	881.1319101531	0.4289700049	-0.2126488812
44.038	3643	0.1234210803	880.6581426059	0.4289363878	-0.2126408942
44.048	3644	0.1234247758	880.1749873266	0.4289051550	-0.2126264699
44.068	3645	0.1234330012	879.6843218615	0.4288734453	-0.2126387484
44.081	3646	0.1234382465	879.1911530013	0.4288380402	-0.2126175292
44.098	3647	0.1234452798	878.6967324434	0.4288064497	-0.2126089461
44.107	3648	0.1234489753	878.1922983046	0.4287705677	-0.2125979789
44.119	3649	0.1234539821	877.6809798289	0.4287371891	-0.2125878461
44.146	3650	0.1234647109	877.1677838068	0.4287021416	-0.2125829585
44.157	3651	0.1234693601	876.6508326918	0.4286653059	-0.2125736602
44.175	3652	0.1234767511	876.1219904495	0.4286288278	-0.2125644811
44.184	3653	0.1234803273	875.5887672656	0.4285927074	-0.2125493415
44.204	3654	0.1234884336	875.0567957793	0.4285546797	-0.2125373013
44.225	3655	0.1234968974	874.5191916537	0.4285180824	-0.2125277646
44.243	3656	0.1235042884	873.9703222496	0.4284791010	-0.2125144131
44.262	3657	0.1235119178	873.4189494502	0.4284439342	-0.2125072606
44.275	3658	0.1235171630	872.8663249532	0.4284022110	-0.2124970086
44.295	3659	0.1235252692	872.3055644217	0.4283633487	-0.2124967702
44.304	3660	0.1235292031	871.7372937046	0.4283246057	-0.2124903329
44.322	3661	0.1235364749	871.1696488362	0.4282843130	-0.2124825843
44.335	3662	0.1235414817	870.5988747238	0.4282423513	-0.2124794848
44.355	3663	0.1235497071	870.0187128793	0.4282015817	-0.2124728091
44.371	3664	0.1235561444	869.4335442444	0.4281610506	-0.2124626763
44.392	3665	0.1235649659	868.8421171213	0.4281202810	-0.2124552853
44.418	3666	0.1235752179	868.2500641495	0.4280768888	-0.2124472983
44.429	3667	0.1235798671	867.6498751432	0.4280339735	-0.2124302514
44.448	3668	0.1235876157	867.0428017999	0.4279907005	-0.2124117739
44.467	3669	0.1235953643	866.4401093984	0.4279463546	-0.2123988993
44.485	3670	0.1236027553	865.8249000207	0.4279030816	-0.2123881705
44.504	3671	0.1236101463	865.2096906429	0.4278574245	-0.2123786338
44.520	3672	0.1236168220	864.5888486259	0.4278129594	-0.2123702891
44.537	3673	0.1236238553	863.9592447257	0.4277676599	-0.2123617060
44.558	3674	0.1236324384	863.3327700694	0.4277214067	-0.2123612292
44.578	3675	0.1236404254	862.6994110763	0.4276750343	-0.2123562224
44.601	3676	0.1236498430	862.0585418974	0.4276300924	-0.2123483546
44.621	3677	0.1236577108	861.4157951722	0.4275830047	-0.2123286851
44.638	3678	0.1236649825	860.7686675053	0.4275368707	-0.2123180754
44.663	3679	0.1236747577	860.1190364432	0.4274866836	-0.2123211749
44.673	3680	0.1236788108	859.4656502882	0.4274398343	-0.2122994788
44.697	3681	0.1236885860	858.8066314940	0.4273894088	-0.2122947104
44.714	3682	0.1236958577	858.1463610021	0.4273410098	-0.2122813590
44.738	3683	0.1237055137	857.4773286270	0.4272914187	-0.2122675307
44.756	3684	0.1237125470	856.8082962518	0.4272450463	-0.2122458346
44.780	3685	0.1237225606	856.1323795398	0.4271935479	-0.2122537024
44.803	3686	0.1237319782	855.4533335837	0.4271432416	-0.2122408278
44.822	3687	0.1237393691	854.7742876276	0.4270905511	-0.2122351058
44.835	3688	0.1237447336	854.0889831834	0.4270404832	-0.2122190125
44.854	3689	0.1237524822	853.3999236464	0.4269868390	-0.2122249730
44.875	3690	0.1237610652	852.7102382606	0.4269355790	-0.2122095950
44.898	3691	0.1237704828	852.0136685380	0.4268840806	-0.2121900447
44.916	3692	0.1237778737	851.3139695712	0.4268311517	-0.2121759780
44.941	3693	0.1237880065	850.6117672093	0.4267781035	-0.2121698983
44.964	3694	0.1237971856	849.9114423937	0.4267268435	-0.2121694214
44.990	3695	0.1238077953	849.1992264509	0.4266704575	-0.2121656067
45.012	3696	0.1238169744	848.4851329616	0.4266175286	-0.2121685870
45.032	3697	0.1238249614	847.7704136235	0.4265632884	-0.2121629841
45.059	3698	0.1238356903	847.0575718318	0.4265089289	-0.2121474869
45.076	3699	0.1238427236	846.3334647616	0.4264530198	-0.2121322281
45.103	3700	0.1238535716	845.6106093890	0.4263990180	-0.2121172078
45.132	3701	0.1238654926	844.8839989235	0.4263419167	-0.2121044524
45.148	3702	0.1238720491	844.1536333653	0.4262851731	-0.2120872862
45.168	3703	0.1238800361	843.4207644117	0.4262280718	-0.2120819218
45.192	3704	0.1238900497	842.6835145166	0.4261728779	-0.2120726235
45.217	3705	0.1239003017	841.9462646214	0.4261141077	-0.2120616562
45.237	3706	0.1239082887	841.2027562381	0.4260585562	-0.2120514042
45.264	3707	0.1239190175	840.4592478549	0.4260005013	-0.2120398409
45.288	3708	0.1239290311	839.7094809836	0.4259418503	-0.2120300658
45.315	3709	0.1239401176	838.9590882635	0.4258847490	-0.2120289929
45.333	3710	0.1239472702	838.2111989386	0.4258266941	-0.2120212443
45.357	3711	0.1239568069	837.4539218816	0.4257669703	-0.2120032437
45.378	3712	0.1239655092	836.6978965222	0.4257073656	-0.2119850047
45.401	3713	0.1239748075	835.9368643723	0.4256481186	-0.2119767792
45.425	3714	0.1239845827	835.1764580713	0.4255862490	-0.2119699843
45.451	3715	0.1239953115	834.4116708286	0.4255271212	-0.2119680769
45.480	3716	0.1240068748	833.6412509466	0.4254666820	-0.2119512684
45.512	3717	0.1240199878	832.8677018206	0.4254064813	-0.2119397051
45.535	3718	0.1240292861	832.0997853339	0.4253456846	-0.2119300492
45.550	3719	0.1240356042	831.3299913007	0.4252813116	-0.2119227774
45.584	3720	0.1240493133	830.5508095354	0.4252219454	-0.2119135983
45.606	3721	0.1240582540	829.7747570142	0.4251588836	-0.2119050152
45.630	3722	0.1240677908	828.9936977025	0.4250972524	-0.2118910677
45.659	3723	0.1240797117	828.2107608444	0.4250332370	-0.2118877299
45.675	3724	0.1240863874	827.4271981375	0.4249723211	-0.2118817694
45.702	3725	0.1240971162	826.6392544889	0.4249083057	-0.2118723519
45.727	3726	0.1241074874	825.8531883867	0.4248473897	-0.2118557818
45.756	3727	0.1241189315	825.0627413429	0.4247803941	-0.2118452914
45.773	3728	0.1241262033	824.2679133575	0.4247191205	-0.2118303902
45.801	3729	0.1241375282	823.4799697089	0.4246541515	-0.2118246682
45.827	3730	0.1241481378	822.6813866306	0.4245897785	-0.2118134625
45.849	3731	0.1241570785	821.8859327964	0.4245243326	-0.2118055947
45.878	3732	0.1241688802	821.0848463228	0.4244592443	-0.2117934353
45.913	3733	0.1241827085	820.2862632445	0.4243982091	-0.2117838986
45.933	3734	0.1241909340	819.4782924341	0.4243312135	-0.2117828257
45.956	3735	0.1242003515	818.6759542630	0.4242642179	-0.2117719776
45.986	3736	0.1242123916	817.8723643942	0.4242006793	-0.2117657788
46.013	3737	0.1242234781	817.0581350957	0.4241328492	-0.2117544539
46.037	3738	0.1242333725	816.2551710758	0.4240665689	-0.2117393143
46.060	3739	0.1242426708	815.4446968701	0.4239994540	-0.2117325194
46.082	3740	0.1242516115	814.6310934205	0.4239329352	-0.2117254860
46.117	3741	0.1242659166	813.8174899708	0.4238665357	-0.2117183335
46.145	3742	0.1242772415	813.0026348235	0.4237996592	-0.2117127306
46.174	3743	0.1242888048	812.1909089202	0.4237288489	-0.2117065317
46.199	3744	0.1242989376	811.3710469825	0.4236638799	-0.2116983063
46.224	3745	0.1243090704	810.5568176840	0.4235950961	-0.2116907961
46.252	3746	0.1243207529	809.7319489558	0.4235271468	-0.2116867430
46.280	3747	0.1243321970	808.9127128668	0.4234587207	-0.2116793520
46.309	3748	0.1243437603	808.0890958362	0.4233892216	-0.2116668350
46.332	3749	0.1243531778	807.2642271080	0.4233197226	-0.2116650469
46.360	3750	0.1243643835	806.4387325310	0.4232526078	-0.2116527684
46.391	3751	0.1243771389	805.6169930468	0.4231816782	-0.2116415627
46.420	3752	0.1243887022	804.7908726210	0.4231145634	-0.2116340525
46.442	3753	0.1243978813	803.9628746487	0.4230435147	-0.2116216547
46.470	3754	0.1244090870	803.1317474325	0.4229758038	-0.2116128332
46.498	3755	0.1244204119	802.3012460650	0.4229048743	-0.2116056807
46.526	3756	0.1244318559	801.4713705463	0.4228345408	-0.2115967400
46.551	3757	0.1244421079	800.6408691788	0.4227657570	-0.2115944750
46.574	3758	0.1244514063	799.8091161137	0.4226950659	-0.2115864880
46.605	3759	0.1244639232	798.9729821070	0.4226225866	-0.2115798123
46.637	3760	0.1244770363	798.1449841347	0.4225501074	-0.2115742094
46.667	3761	0.1244891956	797.3050950351	0.4224808468	-0.2115699179
46.689	3762	0.1244981363	796.4708385748	0.4224100365	-0.2115626461
46.721	3763	0.1245110109	795.6334528705	0.4223381533	-0.2115540631
46.749	3764	0.1245223358	794.7935637709	0.4222646011	-0.2115482218
46.782	3765	0.1245359257	793.9618107058	0.4221945061	-0.2115399964
46.813	3766	0.1245484426	793.1231733038	0.4221217884	-0.2115243799
46.846	3767	0.1245620325	792.2839100530	0.4220475210	-0.2115162737
46.865	3768	0.1245696619	791.4408917094	0.4219757570	-0.2115041144
46.895	3769	0.1245817020	790.6022543074	0.4219033970	-0.2115016110
46.924	3770	0.1245936230	789.7604876614	0.4218299640	-0.2114803917
46.954	3771	0.1246056631	788.9149659225	0.4217593921	-0.2114772923
46.986	3772	0.1246186569	788.0738251253	0.4216858400	-0.2114712126
47.013	3773	0.1246296242	787.2289292353	0.4216121686	-0.2114561922
47.044	3774	0.1246422604	786.3840333452	0.4215393318	-0.2114467747
47.071	3775	0.1246533468	785.5441442456	0.4214657796	-0.2114368803
47.106	3776	0.1246674135	784.6967449604	0.4213896049	-0.2114267475
47.127	3777	0.1246759966	783.8574817096	0.4213165296	-0.2114151842
47.155	3778	0.1246874407	783.0075790291	0.4212405933	-0.2114101774
47.181	3779	0.1246978119	782.1645606854	0.4211679948	-0.2114092238
47.214	3780	0.1247115210	781.3171614001	0.4210937274	-0.2113971836
47.244	3781	0.1247235611	780.4716396613	0.4210179103	-0.2113919384
47.270	3782	0.1247341707	779.6217369808	0.4209444774	-0.2113882429
47.304	3783	0.1247481182	778.7824737300	0.4208688987	-0.2113803751
47.338	3784	0.1247615889	777.9331968983	0.4207951081	-0.2113772757
47.369	3785	0.1247744635	777.0845459154	0.4207192910	-0.2113728649
47.395	3786	0.1247849539	776.2358949325	0.4206441892	-0.2113671429
47.428	3787	0.1247983053	775.3891214960	0.4205682528	-0.2113657124
47.452	3788	0.1248080805	774.5404705131	0.4204917205	-0.2113623745
47.485	3789	0.1248214319	773.6936970767	0.4204174531	-0.2113548643
47.518	3790	0.1248349026	772.8462977914	0.4203422320	-0.2113478310
47.548	3791	0.1248471811	771.9988985061	0.4202668917	-0.2113417513
47.574	3792	0.1248576716	771.1508733720	0.4201892865	-0.2113349564
47.612	3793	0.1248730495	770.3022223891	0.4201131117	-0.2113223202
47.643	3794	0.1248854473	769.4548231038	0.4200358641	-0.2113176710
47.671	3795	0.1248968914	768.6030428769	0.4199606431	-0.2113150484
47.695	3796	0.1249065474	767.7593986845	0.4198835146	-0.2113058693
47.722	3797	0.1249177530	766.9138769456	0.4198065054	-0.2112978823
47.752	3798	0.1249297932	766.0602191723	0.4197299731	-0.2112918026
47.784	3799	0.1249426678	765.2103164917	0.4196529639	-0.2112896568
47.813	3800	0.1249545887	764.3660464505	0.4195752394	-0.2112796433
47.840	3801	0.1249656752	763.5161437700	0.4194976341	-0.2112717754
47.872	3802	0.1249786690	762.6687444847	0.4194208634	-0.2112677223
47.904	3803	0.1249915436	761.8251002923	0.4193443310	-0.2112611658
47.934	3804	0.1250039414	760.9689391237	0.4192668449	-0.2112558014
47.958	3805	0.1250133589	760.1234173848	0.4191870939	-0.2112519867
47.993	3806	0.1250277832	759.2760180995	0.4191093695	-0.2112486488
48.029	3807	0.1250423268	758.4279929655	0.4190315258	-0.2112412579
48.058	3808	0.1250541285	757.5818453778	0.4189552318	-0.2112385160
48.091	3809	0.1250673607	756.7338202437	0.4188767921	-0.2112373240
48.121	3810	0.1250796393	755.8908019001	0.4187969219	-0.2112355358
48.154	3811	0.1250929907	755.0390216731	0.4187215816	-0.2112413771
48.180	3812	0.1251036003	754.1941257831	0.4186411153	-0.2112248070
48.217	3813	0.1251185015	753.3454748002	0.4185625564	-0.2112114555
48.241	3814	0.1251283959	752.5012047590	0.4184837591	-0.2111989386
48.272	3815	0.1251409128	751.6550571713	0.4184040081	-0.2111909515
48.307	3816	0.1251550987	750.8082837348	0.4183269988	-0.2111805803
48.333	3817	0.1251657084	749.9640136936	0.4182464134	-0.2111748583
48.367	3818	0.1251794174	749.1216211988	0.4181672584	-0.2111723549
48.400	3819	0.1251928881	748.2786028551	0.4180886995	-0.2111691362
48.430	3820	0.1252051667	747.4312035698	0.4180094253	-0.2111617453
48.461	3821	0.1252178028	746.5906886214	0.4179300319	-0.2111554272
48.488	3822	0.1252286509	745.7445410338	0.4178502809	-0.2111469633
48.525	3823	0.1252437905	744.9034002366	0.4177690993	-0.2111363537
48.556	3824	0.1252564266	744.0603818929	0.4176908980	-0.2111299164
48.589	3825	0.1252698973	743.2173635493	0.4176098357	-0.2111270554
48.616	3826	0.1252806261	742.3768486009	0.4175304423	-0.2111165649
48.646	3827	0.1252926663	741.5332044085	0.4174510489	-0.2111092932
48.675	3828	0.1253047064	740.6933153089	0.4173722516	-0.2111035711
48.713	3829	0.1253198460	739.8546779069	0.4172917853	-0.2110911734
48.737	3830	0.1253299788	739.0135371097	0.4172119151	-0.2110884315
48.770	3831	0.1253430918	738.1761514053	0.4171320449	-0.2110802061
48.798	3832	0.1253546551	737.3368881546	0.4170511017	-0.2110715038
48.838	3833	0.1253706292	736.5001282990	0.4169709931	-0.2110670931
48.864	3834	0.1253814772	735.6596133506	0.4168889771	-0.2110600597
48.898	3835	0.1253950671	734.8222276462	0.4168088685	-0.2110568411
48.930	3836	0.1254079417	733.9854677907	0.4167298327	-0.2110403902
48.962	3837	0.1254209355	733.1468303887	0.4166494856	-0.2110360987
48.992	3838	0.1254334525	732.3182065677	0.4165679465	-0.2110271580
49.025	3839	0.1254468039	731.4808208633	0.4164883147	-0.2110177404
49.056	3840	0.1254593209	730.6478161006	0.4164071331	-0.2110090382
49.085	3841	0.1254712418	729.8110562450	0.4163255940	-0.2109978325
49.123	3842	0.1254863814	728.9780514823	0.4162450085	-0.2109948522
49.157	3843	0.1255003289	728.1475501148	0.4161625156	-0.2109855539
49.182	3844	0.1255104617	727.3164228986	0.4160831223	-0.2109803087
49.218	3845	0.1255251244	726.4834181358	0.4160019407	-0.2109739906
49.251	3846	0.1255384758	725.6560460124	0.4159218321	-0.2109645731
49.276	3847	0.1255487278	724.8217895521	0.4158401737	-0.2109608776
49.305	3848	0.1255601719	723.9919140334	0.4157563696	-0.2109660036
49.342	3849	0.1255753115	723.1651677588	0.4156767378	-0.2109359629
49.369	3850	0.1255861596	722.3377956353	0.4155955562	-0.2109282142
49.411	3851	0.1256032065	721.5110493607	0.4155113945	-0.2109401352
49.440	3852	0.1256151274	720.6830513884	0.4154327163	-0.2109067566
49.476	3853	0.1256295517	719.8594343578	0.4153496275	-0.2108947164
49.506	3854	0.1256419495	719.0314363856	0.4152682075	-0.2108813650
49.542	3855	0.1256564930	718.2109485990	0.4151867876	-0.2108839876
49.562	3856	0.1256648377	717.3854540220	0.4151034603	-0.2108777887
49.594	3857	0.1256774739	716.5630886890	0.4150240669	-0.2108729011
49.623	3858	0.1256892756	715.7375941120	0.4149409780	-0.2108718283
49.657	3859	0.1257032231	714.9183580231	0.4148594388	-0.2108637220
49.684	3860	0.1257141903	714.0959926901	0.4147770652	-0.2108588344
49.718	3861	0.1257278994	713.2786341476	0.4146956453	-0.2108502514
49.747	3862	0.1257395819	712.4619014538	0.4146130332	-0.2108427412
49.785	3863	0.1257550791	711.6407878185	0.4145306596	-0.2108389265
49.814	3864	0.1257670001	710.8240551248	0.4144475707	-0.2108333236
49.851	3865	0.1257819012	710.0079482799	0.4143656739	-0.2108297474
49.880	3866	0.1257937029	709.1924672838	0.4142825850	-0.2108249790
49.914	3867	0.1258074120	708.3782379853	0.4142027148	-0.2108302242
49.948	3868	0.1258212403	707.5665120820	0.4141193875	-0.2108272440
49.974	3869	0.1258319691	706.7504052371	0.4140374907	-0.2108132965
50.008	3870	0.1258456782	705.9405568803	0.4139534482	-0.2108065016
50.043	3871	0.1258598641	705.1307085234	0.4138711938	-0.2108028061
50.075	3872	0.1258729771	704.3183567714	0.4137894162	-0.2108025676
50.103	3873	0.1258843020	703.5091342633	0.4137076386	-0.2108137733
50.140	3874	0.1258993224	702.7017893017	0.4136225232	-0.2108026869
50.168	3875	0.1259107665	701.8931926425	0.4135406264	-0.2107887394
50.202	3876	0.1259244755	701.0852218321	0.4134588488	-0.2107871896
50.240	3877	0.1259397343	700.2841353586	0.4133745678	-0.2107874281
50.272	3878	0.1259526089	699.4811713386	0.4132930287	-0.2107788450
50.310	3879	0.1259682254	698.6788331675	0.4132077940	-0.2107740766
50.349	3880	0.1259840802	697.8683589618	0.4131261357	-0.2107668049
50.370	3881	0.1259926633	697.0691500347	0.4130434044	-0.2107650167
