    °„C	        No	    CH0	            CH1	            CH2	            CH3
41.085	2183	0.1222199274	1039.0592240726	0.4402448201	-0.2233569755
41.089	2184	0.1222213580	1038.8846122554	0.4402334952	-0.2233502998
41.089	2185	0.1222215964	1038.7150072286	0.4402228856	-0.2233401670
41.086	2186	0.1222204043	1038.5410212601	0.4402106071	-0.2233337297
41.090	2187	0.1222220732	1038.3695386868	0.4401982093	-0.2233247890
41.091	2188	0.1222225500	1038.1961785672	0.4401880765	-0.2233140602
41.096	2189	0.1222243382	1038.0271993892	0.4401773477	-0.2233072652
41.095	2190	0.1222238614	1037.8557168159	0.4401661420	-0.2233009471
41.103	2191	0.1222271992	1037.6823566963	0.4401541019	-0.2232898607
41.105	2192	0.1222281529	1037.5152550647	0.4401418233	-0.2232831850
41.111	2193	0.1222306563	1037.3412690962	0.4401334786	-0.2232731714
41.116	2194	0.1222324444	1037.1697865230	0.4401202464	-0.2232660188
41.117	2195	0.1222329213	1037.0033107402	0.4401077294	-0.2232597007
41.125	2196	0.1222363783	1036.8274472253	0.4400986695	-0.2232625618
41.125	2197	0.1222362591	1036.6597197449	0.4400861526	-0.2232512369
41.131	2198	0.1222386433	1036.4907405669	0.4400759006	-0.2232477798
41.128	2199	0.1222372128	1036.3205096913	0.4400644565	-0.2232334747
41.137	2200	0.1222410275	1036.1515305133	0.4400555158	-0.2232231035
41.131	2201	0.1222386433	1035.9850547305	0.4400422835	-0.2232204809
41.142	2202	0.1222432925	1035.8135721572	0.4400304818	-0.2232074871
41.145	2203	0.1222443653	1035.6427154328	0.4400187993	-0.2231847181
41.136	2204	0.1222407891	1035.4724845572	0.4400093818	-0.2231764926
41.142	2205	0.1222431733	1035.3066346232	0.4399984145	-0.2231716051
41.146	2206	0.1222447230	1035.1401588404	0.4399844670	-0.2231602802
41.153	2207	0.1222475840	1034.9693021160	0.4399755263	-0.2231487169
41.156	2208	0.1222487761	1034.8028263332	0.4399640822	-0.2231375112
41.161	2209	0.1222506834	1034.6313437600	0.4399513268	-0.2231265439
41.166	2210	0.1222528292	1034.4629904308	0.4399411941	-0.2231170072
41.168	2211	0.1222536637	1034.2990180432	0.4399297500	-0.2231031789
41.169	2212	0.1222540213	1034.1306647140	0.4399175906	-0.2230929269
41.176	2213	0.1222567631	1033.9623113848	0.4399078155	-0.2230849399
41.177	2214	0.1222573592	1033.7920805092	0.4398956561	-0.2230726613
41.177	2215	0.1222574784	1033.6306115169	0.4398843312	-0.2230643167
41.182	2216	0.1222593857	1033.4603806412	0.4398722911	-0.2230578794
41.181	2217	0.1222587897	1033.2926531608	0.4398609662	-0.2230498924
41.189	2218	0.1222622467	1033.1286807733	0.4398522639	-0.2230360641
41.193	2219	0.1222640349	1032.9615791417	0.4398398662	-0.2230298652
41.203	2220	0.1222679688	1032.7963550565	0.4398283029	-0.2230203285
41.200	2221	0.1222667767	1032.6267500297	0.4398178124	-0.2230112686
41.201	2222	0.1222672535	1032.4634034910	0.4398086333	-0.2230034007
41.207	2223	0.1222695185	1032.3025603475	0.4397937322	-0.2229930295
41.209	2224	0.1222703530	1032.1323294718	0.4397857451	-0.2229826583
41.204	2225	0.1222683264	1031.9658536891	0.4397738242	-0.2229740753
41.215	2226	0.1222726180	1031.7993779063	0.4397627377	-0.2229653730
41.211	2227	0.1222713067	1031.6354055187	0.4397523665	-0.2229563131
41.220	2228	0.1222750021	1031.4701814336	0.4397412801	-0.2229502334
41.228	2229	0.1222781016	1031.3055831972	0.4397294783	-0.2229416503
41.222	2230	0.1222757174	1031.1422366585	0.4397181535	-0.2229342594
41.231	2231	0.1222794129	1030.9776384221	0.4397090936	-0.2229268684
41.233	2232	0.1222801281	1030.8136660346	0.4396991992	-0.2229209079
41.244	2233	0.1222846581	1030.6490677982	0.4396889472	-0.2229106559
41.245	2234	0.1222848965	1030.4825920154	0.4396763110	-0.2229029073
41.246	2235	0.1222853733	1030.3173679303	0.4396662974	-0.2228970661
41.250	2236	0.1222871615	1030.1546472403	0.4396519923	-0.2228969468
41.264	2237	0.1222926451	1029.9919265504	0.4396423363	-0.2228835954
41.260	2238	0.1222909762	1029.8267024652	0.4396330380	-0.2228728666
41.271	2239	0.1222953869	1029.6664851705	0.4396209979	-0.2228627338
41.272	2240	0.1222959830	1029.5031386318	0.4396115803	-0.2228297128
41.274	2241	0.1222966982	1029.3366628490	0.4395971560	-0.2228200568
41.278	2242	0.1222986056	1029.1776972519	0.4395877385	-0.2228039636
41.278	2243	0.1222986056	1029.0124731667	0.4395774865	-0.2227983608
41.283	2244	0.1223003937	1028.8485007792	0.4395659232	-0.2227900161
41.285	2245	0.1223011090	1028.6907868797	0.4395556712	-0.2227828635
41.280	2246	0.1222992016	1028.5249369457	0.4395453000	-0.2227773799
41.292	2247	0.1223039700	1028.3684747439	0.4395354056	-0.2227797641
41.301	2248	0.1223079039	1028.2045023563	0.4395228886	-0.2227723731
41.296	2249	0.1223056389	1028.0380265735	0.4395129943	-0.2227633132
41.301	2250	0.1223076655	1027.8759317324	0.4395017886	-0.2227635516
41.299	2251	0.1223068310	1027.7150885889	0.4394909405	-0.2227563991
41.294	2252	0.1223048045	1027.5561229918	0.4394798541	-0.2227447166
41.311	2253	0.1223119570	1027.3921506043	0.4394697213	-0.2227361335
41.312	2254	0.1223123146	1027.2313074607	0.4394585156	-0.2227270736
41.318	2255	0.1223148180	1027.0742194101	0.4394470715	-0.2227178945
41.316	2256	0.1223137452	1026.9071177785	0.4394380116	-0.2227088346
41.320	2257	0.1223154141	1026.7475263326	0.4394248986	-0.2227151527
41.323	2258	0.1223167254	1026.5898124331	0.4394136929	-0.2227112188
41.328	2259	0.1223186327	1026.4302209872	0.4394027257	-0.2227071656
41.328	2260	0.1223188712	1026.2700036925	0.4393935465	-0.2226889266
41.332	2261	0.1223203017	1026.1072830026	0.4393819832	-0.2226742639
41.332	2262	0.1223203017	1025.9495691031	0.4393710160	-0.2226712836
41.331	2263	0.1223201825	1025.7887259596	0.4393593335	-0.2226560249
41.339	2264	0.1223234011	1025.6316379089	0.4393501544	-0.2226394548
41.339	2265	0.1223231627	1025.4695430678	0.4393396639	-0.2226276530
41.344	2266	0.1223251893	1025.3124550171	0.4393288159	-0.2226141824
41.350	2267	0.1223276926	1025.1534894200	0.4393164181	-0.2225977315
41.356	2268	0.1223301960	1024.9951496717	0.4393066430	-0.2225827111
41.357	2269	0.1223305537	1024.8355582258	0.4392973446	-0.2225737704
41.360	2270	0.1223319842	1024.6765926288	0.4392859006	-0.2225631608
41.358	2271	0.1223307921	1024.5213821245	0.4392761254	-0.2225549354
41.364	2272	0.1223332955	1024.3611648298	0.4392639660	-0.2225414647
41.364	2273	0.1223334147	1024.1996958375	0.4392547869	-0.2225272788
41.377	2274	0.1223385407	1024.0432336356	0.4392419123	-0.2225134505
41.370	2275	0.1223360373	1023.8848938873	0.4392313027	-0.2225033177
41.375	2276	0.1223380639	1023.7259282902	0.4392214083	-0.2224909200
41.380	2277	0.1223400904	1023.5669626932	0.4392119908	-0.2224788798
41.385	2278	0.1223419978	1023.4098746425	0.4391997122	-0.2224637403
41.390	2279	0.1223439051	1023.2540382894	0.4391871953	-0.2224489583
41.386	2280	0.1223422362	1023.0988277852	0.4391788506	-0.2224346532
41.394	2281	0.1223456933	1022.9404880369	0.4391680026	-0.2224185599
41.400	2282	0.1223480774	1022.7840258350	0.4391578698	-0.2224098577
41.406	2283	0.1223505808	1022.6281894820	0.4391472601	-0.2224033011
41.404	2284	0.1223495079	1022.4736048265	0.4391359353	-0.2223928107
41.413	2285	0.1223532034	1022.3146392295	0.4391262793	-0.2223807706
41.409	2286	0.1223516537	1022.1594287252	0.4391175770	-0.2223705186
41.417	2287	0.1223551108	1022.0029665233	0.4391066098	-0.2223576440
41.425	2288	0.1223580910	1021.8471301703	0.4390957617	-0.2223447694
41.418	2289	0.1223554684	1021.6931713637	0.4390843176	-0.2223286761
41.429	2290	0.1223597599	1021.5335799178	0.4390744233	-0.2223163976
41.435	2291	0.1223625018	1021.3833762040	0.4390614294	-0.2223012580
41.436	2292	0.1223626210	1021.2294173973	0.4390522503	-0.2222900523
41.443	2293	0.1223657204	1021.0748327419	0.4390422367	-0.2222764625
41.443	2294	0.1223654820	1020.9133637496	0.4390313887	-0.2222658528
41.448	2295	0.1223675086	1020.7612824894	0.4390198254	-0.2222530974
41.446	2296	0.1223667933	1020.6073236827	0.4390105271	-0.2222465409
41.449	2297	0.1223678662	1020.4539907249	0.4389978909	-0.2222325934
41.451	2298	0.1223689391	1020.2975285231	0.4389902615	-0.2222198380
41.464	2299	0.1223741843	1020.1404404724	0.4389797711	-0.2222103013
41.467	2300	0.1223752572	1019.9914884562	0.4389693999	-0.2221974267
41.469	2301	0.1223763300	1019.8331487079	0.4389568829	-0.2221832408
41.471	2302	0.1223770453	1019.6785640525	0.4389456772	-0.2221731080
41.473	2303	0.1223777606	1019.5246052459	0.4389363789	-0.2221577300
41.477	2304	0.1223793103	1019.3744015321	0.4389258885	-0.2221505774
41.474	2305	0.1223782374	1019.2204427254	0.4389168286	-0.2221388949
41.474	2306	0.1223781182	1019.0646063724	0.4389066958	-0.2221303119
41.473	2307	0.1223777606	1018.9118992634	0.4388941788	-0.2221192254
41.483	2308	0.1223819329	1018.7616955496	0.4388838076	-0.2221093310
41.485	2309	0.1223827673	1018.6033558013	0.4388745093	-0.2220982446
41.501	2310	0.1223892046	1018.4531520875	0.4388644957	-0.2220881118
41.499	2311	0.1223884894	1018.2998191297	0.4388544821	-0.2220757140
41.503	2312	0.1223898007	1018.1477378695	0.4388431572	-0.2220671309
41.500	2313	0.1223888470	1017.9969083069	0.4388327860	-0.2220560445
41.511	2314	0.1223932578	1017.8454528955	0.4388219380	-0.2220467461
41.516	2315	0.1223952843	1017.6939974841	0.4388133549	-0.2220348252
41.514	2316	0.1223945691	1017.5406645263	0.4388000035	-0.2220240964
41.511	2317	0.1223932578	1017.3848281732	0.4387910628	-0.2220100297
41.517	2318	0.1223956419	1017.2321210642	0.4387796187	-0.2220046653
41.525	2319	0.1223990990	1017.0812915016	0.4387698435	-0.2219950093
41.527	2320	0.1223996951	1016.9317136366	0.4387616181	-0.2219809426
41.532	2321	0.1224019600	1016.7821357716	0.4387510084	-0.2219714059
41.527	2322	0.1223998143	1016.6344354531	0.4387408756	-0.2219625844
41.531	2323	0.1224014832	1016.4792249488	0.4387296700	-0.2219517363
41.535	2324	0.1224029137	1016.3283953862	0.4387198948	-0.2219394578
41.533	2325	0.1224021985	1016.1788175213	0.4387074970	-0.2219277753
41.538	2326	0.1224042250	1016.0304913539	0.4386992716	-0.2219159735
41.538	2327	0.1224043442	1015.8734033032	0.4386889004	-0.2219065560
41.544	2328	0.1224064900	1015.7250771359	0.4386782908	-0.2218946351
41.554	2329	0.1224106623	1015.5748734221	0.4386691116	-0.2218854560
41.549	2330	0.1224085166	1015.4277989523	0.4386582636	-0.2218753232
41.552	2331	0.1224097086	1015.2744659945	0.4386483692	-0.2218623294
41.562	2332	0.1224140002	1015.1267656759	0.4386365675	-0.2218485011
41.562	2333	0.1224141194	1014.9765619622	0.4386279844	-0.2218363417
41.562	2334	0.1224141194	1014.8251065508	0.4386179709	-0.2218238248
41.567	2335	0.1224160267	1014.6786579298	0.4386081957	-0.2218121422
41.573	2336	0.1224186493	1014.5278283672	0.4385974669	-0.2217977179
41.572	2337	0.1224181725	1014.3801280487	0.4385854267	-0.2217854394
41.576	2338	0.1224197222	1014.2292984861	0.4385761284	-0.2217753066
41.583	2339	0.1224225832	1014.0822240163	0.4385674261	-0.2217639817
41.584	2340	0.1224229409	1013.9326461513	0.4385583662	-0.2217580212
41.579	2341	0.1224209143	1013.7836941352	0.4385457300	-0.2217470540
41.589	2342	0.1224249674	1013.6328645726	0.4385377430	-0.2217363251
41.595	2343	0.1224272324	1013.4857901028	0.4385257029	-0.2217275036
41.587	2344	0.1224242522	1013.3418448771	0.4385165237	-0.2217179669
41.588	2345	0.1224247290	1013.1910153145	0.4385048412	-0.2217078341
41.597	2346	0.1224280669	1013.0445666936	0.4384966158	-0.2216984166
41.602	2347	0.1224302126	1012.8962405262	0.4384864830	-0.2216898335
41.601	2348	0.1224299742	1012.7497919053	0.4384756350	-0.2216786278
41.607	2349	0.1224324776	1012.5995881915	0.4384650253	-0.2216671837
41.604	2350	0.1224309279	1012.4556429658	0.4384553694	-0.2216590775
41.610	2351	0.1224334313	1012.3054392520	0.4384473824	-0.2216485871
41.615	2352	0.1224353386	1012.1621198751	0.4384351038	-0.2216372622
41.611	2353	0.1224340273	1012.0125420101	0.4384258055	-0.2216280831
41.610	2354	0.1224334313	1011.8648416915	0.4384173416	-0.2216179503
41.612	2355	0.1224345042	1011.7190189194	0.4384045862	-0.2216159237
41.624	2356	0.1224390341	1011.5700669032	0.4383970760	-0.2216105593
41.625	2357	0.1224397494	1011.4236182823	0.4383855127	-0.2216059102
41.632	2358	0.1224426104	1011.2759179637	0.4383769297	-0.2215836180
41.635	2359	0.1224435641	1011.1332244356	0.4383671545	-0.2215844525
41.636	2360	0.1224439217	1010.9867758147	0.4383554720	-0.2215712203
41.639	2361	0.1224451138	1010.8422047402	0.4383470081	-0.2215604914
41.643	2362	0.1224469019	1010.6951302704	0.4383356832	-0.2215587033
41.647	2363	0.1224484517	1010.5511850447	0.4383238815	-0.2215467823
41.656	2364	0.1224521472	1010.4059881214	0.4383152985	-0.2215316428
41.653	2365	0.1224511935	1010.2570361052	0.4383060001	-0.2215286625
41.658	2366	0.1224532200	1010.1162201235	0.4382977747	-0.2215203179
41.661	2367	0.1224544121	1009.9735265954	0.4382868074	-0.2215008868
41.658	2368	0.1224529816	1009.8258262769	0.4382759594	-0.2214930190
41.668	2369	0.1224571539	1009.6837585976	0.4382658266	-0.2214808596
41.664	2370	0.1224553658	1009.5323031862	0.4382576012	-0.2214626206
41.672	2371	0.1224585845	1009.3871062629	0.4382463955	-0.2214558257
41.673	2372	0.1224592997	1009.2437868860	0.4382365011	-0.2214512957
41.677	2373	0.1224608494	1009.1035967531	0.4382258915	-0.2214453352
41.678	2374	0.1224612071	1008.9565222833	0.4382175468	-0.2214372290
41.683	2375	0.1224631144	1008.8106995112	0.4382070564	-0.2214321030
41.685	2376	0.1224638297	1008.6680059831	0.4381972813	-0.2214168442
41.686	2377	0.1224645449	1008.5234349086	0.4381889366	-0.2214050425
41.687	2378	0.1224646641	1008.3813672293	0.4381772541	-0.2213980091
41.687	2379	0.1224647833	1008.2374220036	0.4381686710	-0.2213899029
41.691	2380	0.1224665715	1008.0991094171	0.4381585382	-0.2213815583
41.692	2381	0.1224666907	1007.9489057034	0.4381474518	-0.2213747633
41.699	2382	0.1224695517	1007.8105931169	0.4381405376	-0.2213664187
41.704	2383	0.1224719359	1007.6653961936	0.4381287359	-0.2213578356
41.702	2384	0.1224708630	1007.5239543631	0.4381196760	-0.2213498486
41.708	2385	0.1224732472	1007.3768798934	0.4381108545	-0.2213404311
41.705	2386	0.1224722935	1007.2373156093	0.4381014370	-0.2213332785
41.710	2387	0.1224742009	1007.0902411395	0.4380893968	-0.2213264836
41.712	2388	0.1224750353	1006.9456700650	0.4380796217	-0.2213177813
41.720	2389	0.1224782540	1006.8067316298	0.4380712770	-0.2213081253
41.719	2390	0.1224780156	1006.6627864041	0.4380601906	-0.2213009728
41.724	2391	0.1224799229	1006.5257255152	0.4380501770	-0.2212927473
41.728	2392	0.1224817111	1006.3792768943	0.4380405210	-0.2212888134
41.729	2393	0.1224820687	1006.2415901567	0.4380312227	-0.2212797535
41.734	2394	0.1224839760	1006.0982707797	0.4380204939	-0.2212731970
41.733	2395	0.1224834992	1005.9568289493	0.4380113148	-0.2212666405
41.739	2396	0.1224861218	1005.8153871188	0.4380021356	-0.2212904824
41.735	2397	0.1224844529	1005.6695643466	0.4379928373	-0.2212838066
41.738	2398	0.1224855258	1005.5325034578	0.4379821085	-0.2212660445
41.743	2399	0.1224876715	1005.3923133249	0.4379720949	-0.2212814225
41.741	2400	0.1224867178	1005.2502456457	0.4379630350	-0.2212369574
41.746	2401	0.1224887444	1005.1050487223	0.4379540943	-0.2212374342
41.749	2402	0.1224899365	1004.9623551942	0.4379437231	-0.2212317122
41.755	2403	0.1224923207	1004.8221650614	0.4379347824	-0.2212201489
41.758	2404	0.1224935128	1004.6832266261	0.4379241728	-0.2212147845
41.757	2405	0.1224931552	1004.5442881909	0.4379133247	-0.2212071551
41.759	2406	0.1224942280	1004.4059756044	0.4379047416	-0.2211942805
41.766	2407	0.1224970891	1004.2657854715	0.4378937744	-0.2211870087
41.760	2408	0.1224944665	1004.1230919434	0.4378847145	-0.2211806906
41.767	2409	0.1224972083	1003.9835276594	0.4378757738	-0.2211717499
41.772	2410	0.1224993540	1003.8427116777	0.4378652834	-0.2211637629
41.775	2411	0.1225005461	1003.7025215448	0.4378552698	-0.2211505306
41.779	2412	0.1225023343	1003.5642089584	0.4378446602	-0.2211381329
41.789	2413	0.1225062682	1003.4215154303	0.4378358387	-0.2211322916
41.795	2414	0.1225086524	1003.2844545415	0.4378270172	-0.2211221588
41.790	2415	0.1225066258	1003.1405093158	0.4378171228	-0.2211107147
41.793	2416	0.1225078179	1003.0028225781	0.4378078245	-0.2210992706
41.796	2417	0.1225091292	1002.8645099917	0.4377979301	-0.2210928333
41.803	2418	0.1225118710	1002.7255715564	0.4377877973	-0.2210862768
41.804	2419	0.1225123478	1002.5860072724	0.4377793335	-0.2210766209
41.808	2420	0.1225142552	1002.4483205347	0.4377676509	-0.2210722101
41.805	2421	0.1225129439	1002.3062528554	0.4377613329	-0.2210633886
41.809	2422	0.1225146128	1002.1716953618	0.4377496503	-0.2210589779
41.816	2423	0.1225172354	1002.0327569266	0.4377390407	-0.2210505140
41.816	2424	0.1225173546	1001.8963218866	0.4377287887	-0.2210450304
41.823	2425	0.1225200965	1001.7561317537	0.4377223514	-0.2210356129
41.825	2426	0.1225208117	1001.6171933184	0.4377126955	-0.2210261953
41.828	2427	0.1225221230	1001.4763773368	0.4377002977	-0.2210189236
41.832	2428	0.1225237919	1001.3411939944	0.4376907610	-0.2210124863
41.832	2429	0.1225239111	1001.2016297103	0.4376834892	-0.2210031880
41.839	2430	0.1225265338	1001.0639429727	0.4376721643	-0.2209929360
41.848	2431	0.1225302292	1000.9275079326	0.4376635812	-0.2209861410
41.843	2432	0.1225283219	1000.7923245902	0.4376510643	-0.2209775580
41.843	2433	0.1225284411	1000.6508827597	0.4376434349	-0.2209668291
41.858	2434	0.1225344016	1000.5156994173	0.4376341365	-0.2209570540
41.857	2435	0.1225340439	1000.3786385285	0.4376238845	-0.2209426296
41.859	2436	0.1225347592	1000.2403259421	0.4376161359	-0.2209088934
41.860	2437	0.1225352360	1000.1045167508	0.4376063608	-0.2208943499
41.860	2438	0.1225353552	999.9655783156	0.4375971817	-0.2208945883
41.866	2439	0.1225377394	999.8310208220	0.4375878833	-0.2208935154
41.872	2440	0.1225400044	999.6952116308	0.4375776313	-0.2208897007
41.869	2441	0.1225389315	999.5543956491	0.4375694059	-0.2208830250
41.874	2442	0.1225410773	999.4210898531	0.4375582002	-0.2208755148
41.879	2443	0.1225427462	999.2871582083	0.4375504516	-0.2208669317
41.880	2444	0.1225433423	999.1538524123	0.4375398420	-0.2208700312
41.886	2445	0.1225458457	999.0180432211	0.4375304244	-0.2208635939
41.887	2446	0.1225460841	998.8809823323	0.4375213645	-0.2208535803
41.887	2447	0.1225460841	998.7432955947	0.4375120662	-0.2208452356
41.890	2448	0.1225473954	998.6087381010	0.4375026487	-0.2208356989
41.889	2449	0.1225471570	998.4735547586	0.4374926351	-0.2208385599
41.892	2450	0.1225481106	998.3408748115	0.4374836944	-0.2208309305
41.895	2451	0.1225495411	998.2038139226	0.4374749921	-0.2208246124
41.903	2452	0.1225527598	998.0705081266	0.4374635480	-0.2208165062
41.915	2453	0.1225576474	997.9315696914	0.4374557994	-0.2208032740
41.908	2454	0.1225547864	997.7988897442	0.4374443553	-0.2207851542
41.911	2455	0.1225558592	997.6662097970	0.4374361299	-0.2207654846
41.911	2456	0.1225559785	997.5266455130	0.4374245666	-0.2207554710
41.915	2457	0.1225576474	997.3970948098	0.4374171756	-0.2207471264
41.914	2458	0.1225572898	997.2650407115	0.4374065660	-0.2207319868
41.917	2459	0.1225583626	997.1248505786	0.4373972677	-0.2207136286
41.930	2460	0.1225638463	996.9940481778	0.4373877309	-0.2206986082
41.934	2461	0.1225651576	996.8607423819	0.4373804592	-0.2206988466
41.932	2462	0.1225646807	996.7261848883	0.4373697303	-0.2206990850
41.935	2463	0.1225657536	996.5884981506	0.4373616241	-0.2206934822
41.937	2464	0.1225665881	996.4595732963	0.4373519681	-0.2206797731
41.939	2465	0.1225674225	996.3262675003	0.4373420738	-0.2206683290
41.941	2466	0.1225680186	996.1929617043	0.4373338483	-0.2206598652
41.941	2467	0.1225682570	996.0640368500	0.4373244308	-0.2206572426
41.944	2468	0.1225693299	995.9276018100	0.4373166822	-0.2206498516
41.944	2469	0.1225694491	995.7930443164	0.4373065494	-0.2206431759
41.942	2470	0.1225686146	995.6603643692	0.4372971319	-0.2206375730
41.951	2471	0.1225720717	995.5301878172	0.4372880719	-0.2206007374
41.948	2472	0.1225711180	995.3981337189	0.4372765086	-0.2205896509
41.955	2473	0.1225737406	995.2629503764	0.4372684024	-0.2205759418
41.958	2474	0.1225749327	995.1346513709	0.4372588657	-0.2205674780
41.963	2475	0.1225769593	995.0032231214	0.4372495673	-0.2205554378
41.963	2476	0.1225769593	994.8674139301	0.4372408651	-0.2205459011
41.954	2477	0.1225733830	994.7391149246	0.4372346662	-0.2205307615
41.969	2478	0.1225793435	994.6076866751	0.4372225068	-0.2205252779
41.966	2479	0.1225785090	994.4768842743	0.4372138046	-0.2205195558
41.970	2480	0.1225799395	994.3410750831	0.4372030757	-0.2205075157
41.969	2481	0.1225797011	994.2108985311	0.4371946119	-0.2204944027
41.974	2482	0.1225816084	994.0782185840	0.4371860288	-0.2204827202
41.979	2483	0.1225836350	993.9511712760	0.4371766113	-0.2204541099
41.985	2484	0.1225861384	993.8228722705	0.4371664785	-0.2204421890
41.986	2485	0.1225866152	993.6889406257	0.4371571801	-0.2204247844
41.991	2486	0.1225885226	993.5612674690	0.4371495507	-0.2204136980
41.992	2487	0.1225887610	993.4273358242	0.4371395372	-0.2203982008
41.989	2488	0.1225878073	993.3002885163	0.4371327422	-0.2203832996
41.997	2489	0.1225910260	993.1682344179	0.4371233247	-0.2203703058
41.993	2490	0.1225894763	993.0374320172	0.4371135495	-0.2203550470
41.996	2491	0.1225904299	992.9066296164	0.4371042512	-0.2203413379
41.996	2492	0.1225904299	992.7789564597	0.4370931647	-0.2203308475
42.007	2493	0.1225949599	992.6469023613	0.4370861314	-0.2203188074
42.010	2494	0.1225961520	992.5198550534	0.4370782636	-0.2203006876
42.007	2495	0.1225949599	992.3884268039	0.4370688461	-0.2202824485
42.013	2496	0.1225974633	992.2563727055	0.4370595477	-0.2202670705
42.013	2497	0.1225974633	992.1280737000	0.4370491765	-0.2202528846
42.015	2498	0.1225982978	991.9997746944	0.4370415471	-0.2202416790
42.024	2499	0.1226018740	991.8695981425	0.4370326064	-0.2202288044
42.017	2500	0.1225992514	991.7400474393	0.4370228313	-0.2202214134
42.023	2501	0.1226016356	991.6155035267	0.4370150827	-0.2202158106
42.023	2502	0.1226016356	991.4821977307	0.4370054267	-0.2202075851
42.026	2503	0.1226027085	991.3595313644	0.4369955323	-0.2201973331
42.041	2504	0.1226086690	991.2255997196	0.4369857572	-0.2201907766
42.033	2505	0.1226055695	991.0966748653	0.4369782470	-0.2201763523
42.035	2506	0.1226062848	990.9677500110	0.4369678758	-0.2201551330
42.037	2507	0.1226071192	990.8407027030	0.4369582198	-0.2201457155
42.041	2508	0.1226090266	990.7136553951	0.4369499944	-0.2201380861
42.047	2509	0.1226114108	990.5834788432	0.4369401000	-0.2201286686
42.049	2510	0.1226121260	990.4545539888	0.4369322322	-0.2201204431
42.053	2511	0.1226135565	990.3300100762	0.4369220994	-0.2201129329
42.058	2512	0.1226155831	990.1998335242	0.4369125627	-0.2201054227
42.056	2513	0.1226147486	990.0727862163	0.4369019530	-0.2200968397
42.060	2514	0.1226164176	989.9469906060	0.4368955157	-0.2200892103
42.060	2515	0.1226164176	989.8174399029	0.4368864558	-0.2200698984
42.063	2516	0.1226176097	989.6903925950	0.4368785880	-0.2200601232
42.062	2517	0.1226173712	989.5639711359	0.4368680976	-0.2200565469
42.059	2518	0.1226160599	989.4375496767	0.4368587993	-0.2200544012
42.062	2519	0.1226173712	989.3105023688	0.4368486665	-0.2200449836
42.069	2520	0.1226202323	989.1828292121	0.4368415139	-0.2200379503
42.069	2521	0.1226202323	989.0582852994	0.4368331693	-0.2200302017
42.075	2522	0.1226228549	988.9312379915	0.4368236325	-0.2200155389
42.078	2523	0.1226240470	988.8041906836	0.4368136189	-0.2200088632
42.085	2524	0.1226266696	988.6796467709	0.4368065856	-0.2200031412
42.083	2525	0.1226257159	988.5500960678	0.4367975257	-0.2199913394
42.088	2526	0.1226278617	988.4261780039	0.4367888234	-0.2199828756
42.086	2527	0.1226270272	988.3003823936	0.4367802403	-0.2199726236
42.090	2528	0.1226285769	988.1777160274	0.4367707036	-0.2199638021
42.094	2529	0.1226304843	988.0419068361	0.4367635510	-0.2199477088
42.094	2530	0.1226302458	987.9192404699	0.4367537759	-0.2199461591
42.104	2531	0.1226342990	987.7978258012	0.4367429278	-0.2199349534
42.107	2532	0.1226354911	987.6751594350	0.4367339871	-0.2199242246
42.103	2533	0.1226341797	987.5462345807	0.4367269538	-0.2199269664
42.102	2534	0.1226335837	987.4173097263	0.4367171786	-0.2199238670
42.103	2535	0.1226340605	987.2977726041	0.4367081187	-0.2199151647
42.104	2536	0.1226342990	987.1719769938	0.4366991780	-0.2199052703
42.113	2537	0.1226381137	987.0455555347	0.4366903565	-0.2198877466
42.109	2538	0.1226363255	986.9197599244	0.4366812966	-0.2198574674
42.116	2539	0.1226394250	986.7939643141	0.4366729520	-0.2198416126
42.121	2540	0.1226412131	986.6712979478	0.4366637729	-0.2198283803
42.117	2541	0.1226397826	986.5436247911	0.4366568587	-0.2198251617
42.116	2542	0.1226394250	986.4209584249	0.4366468451	-0.2198174131
42.126	2543	0.1226433589	986.3020471514	0.4366373084	-0.2198076379
42.124	2544	0.1226426436	986.1749998435	0.4366292022	-0.2197920215
42.126	2545	0.1226435973	986.0504559309	0.4366200230	-0.2197791469
42.124	2546	0.1226426436	985.9271637158	0.4366114400	-0.2197690141
42.135	2547	0.1226471736	985.8001164079	0.4366022609	-0.2197590005
42.145	2548	0.1226512267	985.6780758904	0.4365945123	-0.2197287214
42.143	2549	0.1226503922	985.5547836754	0.4365865252	-0.2197032106
42.138	2550	0.1226484849	985.4289880651	0.4365756772	-0.2196946275
42.147	2551	0.1226518227	985.3063216988	0.4365681670	-0.2196822297
42.146	2552	0.1226517035	985.1799002397	0.4365571997	-0.2196735275
42.156	2553	0.1226557566	985.0609889663	0.4365493319	-0.2196614873
42.153	2554	0.1226545645	984.9364450536	0.4365405104	-0.2196551692
42.163	2555	0.1226584984	984.8119011409	0.4365330003	-0.2196451556
42.163	2556	0.1226583792	984.6904864723	0.4365231059	-0.2196400296
42.163	2557	0.1226584984	984.5653167108	0.4365138076	-0.2196284663
42.160	2558	0.1226573064	984.4445278910	0.4365052245	-0.2196220290
42.167	2559	0.1226601674	984.3218615247	0.4364984296	-0.2196110618
42.163	2560	0.1226586177	984.1985693096	0.4364879391	-0.2196031940
42.167	2561	0.1226601674	984.0759029434	0.4364806674	-0.2195930612
42.171	2562	0.1226618363	983.9482297866	0.4364711306	-0.2195838821
42.176	2563	0.1226637437	983.8261892692	0.4364630244	-0.2195731532
